customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn (Yes=1)
3838-OZURD,1,0,1,0,66,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),105,1
1371-DWPAZ,0,0,1,1,0,0,No phone service,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),56.05,0
9269-CQOOL,1,0,0,1,3,1,No,DSL,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),54.7,1
7690-KPNCU,1,0,1,1,64,1,No,DSL,1,0,1,0,1,1,One year,1,Credit card (automatic),73.05,0
2293-IJWPS,0,0,1,0,57,1,Yes,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),100.75,0
2845-HSJCY,0,0,1,1,14,1,Yes,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,87.25,1
1184-PJVDB,1,0,1,0,10,1,No,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.95,1
2625-TRCZQ,0,0,1,0,51,0,No phone service,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,49.65,0
4102-HLENU,0,0,1,0,67,1,Yes,DSL,1,1,1,0,0,0,Two year,0,Mailed check,65.65,0
7722-VJRQD,1,0,1,1,72,0,No phone service,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),60.95,0
9415-DPEWS,0,0,0,0,18,1,Yes,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,88.35,1
0196-JTUQI,0,0,0,0,9,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.2,0
7130-YXBRO,1,0,1,0,48,1,Yes,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),111.45,0
9272-LSVYH,1,0,0,0,10,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.15,0
7943-RQCHR,0,0,0,0,9,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.75,1
3793-MMFUH,0,1,0,0,13,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.05,1
3249-ZPQRG,1,0,0,0,4,1,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,78.45,1
2568-BRGYX,1,0,0,0,4,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.2,1
3084-DOWLE,0,0,1,0,72,1,Yes,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),92,0
1084-MNSMJ,0,0,1,1,51,1,No,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),85.5,0
7721-JXEAW,1,0,1,0,59,0,No phone service,DSL,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),41.05,1
7249-WBIYX,1,0,1,0,10,1,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.6,1
4238-HFHSN,1,1,1,0,61,1,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,82.15,0
6250-CGGUN,1,0,0,0,54,1,No,Fiber optic,1,0,1,1,0,0,One year,0,Electronic check,84.4,0
5478-JJVZK,0,0,0,0,33,1,Yes,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,60.9,0
6567-HOOPW,0,1,0,0,1,1,No,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.2,1
9793-WECQC,1,0,0,0,23,1,No,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Mailed check,95.3,0
8999-YPYBV,1,0,1,1,45,1,No,DSL,1,1,1,1,1,1,Two year,1,Mailed check,84.35,0
3164-AALRN,1,0,0,0,5,1,No,DSL,0,0,1,0,1,1,One year,1,Mailed check,70,1
3071-MVJCD,1,0,1,1,72,1,Yes,DSL,1,1,1,1,1,0,Two year,0,Bank transfer (automatic),82.3,0
1697-BCSHV,0,0,1,1,58,1,Yes,DSL,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),66.8,0
0562-KBDVM,0,0,0,0,70,0,No phone service,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),44.6,0
1131-SUEKT,1,0,1,1,61,1,No,Fiber optic,0,1,0,1,1,1,One year,1,Bank transfer (automatic),98.45,0
3717-OEAUQ,1,0,0,0,2,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.7,0
3334-CTHOL,0,0,0,0,1,1,Yes,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),49.95,1
4704-ERYFC,0,0,1,0,22,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.25,1
9432-RUVSL,0,0,0,0,48,1,No,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),102.5,0
8060-HIWJJ,1,0,0,0,64,1,Yes,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),86.55,0
9089-UOWJG,0,0,1,1,12,1,No,DSL,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),58.35,0
8621-MNIHH,0,1,1,0,34,1,Yes,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,94.25,1
8039-ACLPL,0,0,1,1,72,1,No,DSL,1,1,1,0,0,1,Two year,0,Credit card (automatic),68.75,0
9885-AIBVB,1,0,1,0,29,1,Yes,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,85.8,0
2272-JKMSI,0,0,1,1,62,1,Yes,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,110.8,0
0471-LVHGK,1,0,1,0,41,1,Yes,DSL,0,0,1,0,1,1,One year,1,Electronic check,73,1
9518-RWHZL,0,0,0,0,64,1,Yes,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),100.05,1
8714-CTZJW,0,0,0,0,4,1,No,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),82.85,0
3569-EDBPQ,0,0,0,0,24,1,Yes,Fiber optic,1,0,0,1,0,0,Month-to-month,1,Electronic check,84.35,0
5419-CONWX,0,1,0,0,4,1,No,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),99.8,1
6240-EURKS,0,0,0,1,18,0,No phone service,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,35,1
2373-NTKOD,1,0,0,0,8,1,No,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,66.25,0
6960-HVYXR,0,0,0,0,1,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,76,1
0895-UADGO,1,0,0,1,8,0,No phone service,DSL,1,0,0,1,0,1,Two year,1,Mailed check,44.55,0
5678-VFNEQ,0,0,1,0,71,1,Yes,Fiber optic,1,0,1,0,1,1,One year,1,Credit card (automatic),104.1,0
5977-CKHON,0,0,1,1,43,1,Yes,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Bank transfer (automatic),92.55,0
7024-OHCCK,0,1,0,0,2,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.85,1
2692-BUCFV,1,1,0,0,29,1,No,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),101.45,0
7861-UVUFT,0,0,1,0,15,1,No,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,84.3,1
1830-GGFNM,1,0,1,1,65,1,Yes,Fiber optic,1,1,1,1,0,0,Two year,0,Credit card (automatic),94.55,0
5302-BDJNT,1,0,0,0,35,1,Yes,Fiber optic,0,0,1,1,1,0,Month-to-month,0,Electronic check,95.5,0
5223-UZAVK,1,0,0,0,64,1,No,Fiber optic,1,1,0,0,1,1,One year,1,Credit card (automatic),100.3,0
4859-ZSRDZ,0,0,1,1,58,0,No phone service,DSL,0,0,1,1,1,1,Two year,1,Credit card (automatic),55.5,0
5651-WYIPH,0,1,0,0,18,1,No,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),49.85,0
9350-VLHMB,1,0,1,1,67,1,Yes,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),89.55,0
8785-CJSHH,0,0,1,0,60,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.8,0
5357-TZHPP,1,1,0,0,9,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),84.4,1
3870-SPZSI,0,0,1,1,70,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),113.05,0
0680-DFNNY,1,0,1,0,15,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.1,1
7077-XJMET,1,0,1,0,12,1,No,DSL,0,0,1,1,1,1,Month-to-month,1,Electronic check,74.15,0
8752-GHJFU,1,1,1,0,71,1,Yes,Fiber optic,1,1,1,1,0,0,One year,1,Electronic check,92,0
6896-SRVYQ,1,1,0,0,44,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,73.85,0
7767-UXAGJ,1,0,0,0,1,1,Yes,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.45,1
6718-BDGHG,0,0,1,0,43,1,Yes,DSL,0,0,0,1,1,0,One year,1,Bank transfer (automatic),64.85,0
6439-LAJXL,1,0,1,0,9,1,No,DSL,1,1,0,1,1,0,Month-to-month,1,Mailed check,68.95,0
1571-SAVHK,1,0,0,0,12,1,Yes,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Mailed check,99.95,1
9052-VKDUW,0,1,1,0,65,1,Yes,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Credit card (automatic),109.4,0
9546-CQJSU,0,0,0,0,2,1,Yes,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,91.4,1
1666-JZPZT,1,0,0,0,27,1,Yes,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,49,0
5777-KJIRB,0,0,0,0,40,1,No,DSL,0,0,1,0,0,0,One year,1,Mailed check,50.25,0
0506-LVNGN,0,1,0,0,5,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),75.55,1
2480-EJWYP,0,1,1,0,58,1,Yes,Fiber optic,0,1,0,0,1,1,One year,1,Bank transfer (automatic),97.8,0
3253-HKOKL,0,0,1,1,52,1,No,Fiber optic,1,0,1,0,1,1,One year,0,Electronic check,100.3,0
7055-HNEOJ,1,0,1,0,3,1,No,DSL,0,0,1,1,0,0,Month-to-month,1,Mailed check,55.8,0
5514-YQENT,1,0,0,1,41,1,No,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,111.15,0
3211-AAPKX,1,0,0,0,20,1,Yes,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Mailed check,98.55,0
8445-DNBAE,1,0,0,1,1,1,Yes,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.05,0
2951-QOQTK,1,0,0,1,4,1,Yes,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Credit card (automatic),80.8,1
6890-PFRQX,1,0,0,0,18,1,Yes,DSL,1,0,1,0,1,0,Month-to-month,0,Mailed check,69.5,0
0222-CNVPT,1,1,0,0,52,0,No phone service,DSL,1,0,0,0,1,1,Month-to-month,1,Credit card (automatic),48.8,0
5899-OUVKV,1,0,0,0,31,1,No,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,94.5,0
1621-YNCJH,0,0,1,0,36,1,Yes,Fiber optic,1,1,1,1,0,1,Two year,1,Credit card (automatic),106.05,0
3473-XIIIT,0,0,1,0,16,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100,1
6362-QHAFM,1,0,1,0,42,1,Yes,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,108.3,0
3070-BDOQC,0,0,0,0,60,1,No,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,99.65,0
2952-QAYZF,1,0,0,0,5,1,Yes,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,85.3,1
6234-PFPXL,1,0,1,0,22,1,Yes,Fiber optic,1,0,0,1,1,0,Month-to-month,0,Credit card (automatic),95.9,0
4763-PGDPO,0,0,0,0,4,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,1
4283-IVYCI,1,0,0,0,9,1,No,DSL,1,0,0,1,0,1,Month-to-month,0,Mailed check,64.95,0
1866-OBPNR,1,0,1,1,1,1,No,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),74.6,0
8205-MQUGY,1,0,1,1,12,1,No,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,49.2,0
8970-ANWXO,0,0,0,0,23,1,Yes,DSL,0,0,0,1,1,1,One year,1,Mailed check,73.75,0
9480-BQJEI,1,0,0,0,62,1,Yes,Fiber optic,1,1,0,0,0,1,One year,1,Bank transfer (automatic),92.3,0
5394-SVGJV,1,0,0,0,37,1,Yes,Fiber optic,0,0,0,1,1,1,Month-to-month,0,Bank transfer (automatic),98.8,1
9777-WJJPR,1,0,1,0,31,1,Yes,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Credit card (automatic),88.65,0
9283-LZQOH,1,0,1,1,13,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),74.4,1
7079-QRCBC,0,0,0,0,24,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.75,1
9495-SKLKD,1,0,1,1,45,1,Yes,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),95.95,0
6048-UWKAL,0,1,1,0,69,1,Yes,Fiber optic,0,1,0,1,1,1,Two year,0,Credit card (automatic),105.4,0
5469-CTCWN,1,0,1,1,61,1,Yes,Fiber optic,1,1,0,0,1,1,One year,1,Electronic check,106,1
9851-QXEEQ,1,0,0,0,41,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.7,1
6281-FKEWS,0,0,0,0,44,0,No phone service,DSL,0,0,1,0,1,1,One year,1,Electronic check,49.05,0
8898-KASCD,1,0,0,0,39,0,No phone service,DSL,0,0,1,1,0,0,One year,0,Mailed check,35.55,0
9242-TKFSV,1,0,1,1,72,0,No phone service,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),65.1,0
9290-SHCMB,0,1,0,0,13,1,No,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,96.85,0
0743-HNPFG,0,0,1,1,51,1,No,DSL,1,1,0,1,0,1,One year,1,Credit card (automatic),69.75,0
2277-BKJKN,0,1,1,0,71,1,No,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,99.2,0
9809-IMGCQ,1,1,0,0,22,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.7,1
5208-HFSBT,0,0,0,0,2,1,No,DSL,0,1,0,1,0,0,Month-to-month,1,Credit card (automatic),55.05,1
5035-PGZXH,0,0,0,0,56,1,Yes,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,106.8,0
8695-WDYEA,1,0,0,0,1,1,No,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,51.25,0
6543-JXSOO,0,0,1,1,23,1,No,DSL,1,1,0,1,0,0,One year,1,Mailed check,57.75,0
8016-ZMGMO,0,1,1,0,66,1,Yes,DSL,0,1,1,0,1,0,One year,1,Bank transfer (automatic),70.85,0
3254-YRILK,1,1,0,0,19,1,Yes,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,88.2,1
6416-YJTTB,1,0,0,0,11,1,No,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),79.5,0
4472-VESGY,0,0,1,1,52,1,Yes,Fiber optic,1,1,1,0,0,1,Month-to-month,0,Bank transfer (automatic),98.15,0
3128-YOVTD,0,0,1,1,51,1,No,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),79.15,0
0529-ONKER,1,1,0,0,15,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.65,1
1728-CXQBE,1,1,1,0,64,1,Yes,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,94.25,0
7041-TXQJH,0,0,0,0,37,0,No phone service,DSL,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),40.2,0
5724-BIDBU,1,0,1,0,49,1,Yes,DSL,1,0,0,0,0,0,One year,1,Electronic check,55.35,0
0481-SUMCB,0,1,0,0,45,1,Yes,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),102.15,0
1769-GRUIK,0,0,0,0,18,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.1,0
5240-IJOQT,1,1,0,0,1,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.7,1
8819-WFGGJ,1,0,1,0,68,0,No phone service,DSL,1,0,1,0,1,1,Two year,1,Bank transfer (automatic),54.1,0
2811-POVEX,0,1,1,1,23,1,No,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),88.45,0
1092-GANHU,1,0,0,0,17,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,76.65,1
7898-PDWQE,1,0,1,0,71,1,Yes,DSL,1,1,1,1,0,1,Two year,0,Credit card (automatic),80.4,0
9314-IJWSQ,0,0,1,1,14,1,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.8,0
0661-XEYAN,0,1,0,0,1,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.8,1
1921-KYSAY,0,0,0,0,41,1,Yes,DSL,0,0,1,1,0,1,One year,1,Electronic check,68.6,0
6198-RTPMF,0,0,1,0,17,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,92.6,0
2924-KHUVI,1,0,1,0,56,1,Yes,Fiber optic,1,0,0,0,1,1,One year,1,Electronic check,100.55,0
7881-EVUAD,0,0,0,0,2,0,No phone service,DSL,1,1,0,0,0,1,Month-to-month,1,Electronic check,42.6,1
9207-ZPANB,1,0,0,0,37,1,Yes,DSL,1,1,1,1,0,0,One year,0,Electronic check,67.45,0
5766-XQXMQ,0,0,0,0,29,1,No,DSL,1,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),68.85,1
9327-QSDED,1,0,0,0,8,1,No,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,43.55,0
1656-DRSMG,0,0,0,0,63,1,Yes,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Credit card (automatic),109.85,0
2984-AFWNC,0,0,0,0,3,1,No,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,95.4,0
8096-LOIST,0,0,0,0,19,1,No,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,56.2,0
3703-VAVCL,1,0,1,1,2,1,No,Fiber optic,0,0,1,1,0,1,Month-to-month,0,Credit card (automatic),90,1
8519-QJGJD,0,0,0,0,14,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,75.35,1
7905-NJMXS,1,1,1,0,7,1,Yes,DSL,1,1,0,1,0,0,Month-to-month,0,Electronic check,64.2,0
2882-WDTBA,1,0,1,1,69,1,No,DSL,1,1,1,1,1,0,Two year,1,Bank transfer (automatic),75.75,0
2091-GPPIQ,0,0,1,1,72,1,Yes,DSL,0,1,0,1,1,1,Two year,1,Electronic check,78.95,0
6326-MTTXK,1,0,0,0,8,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,100.85,1
5071-FBJFS,0,0,1,1,4,1,No,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,50.3,0
2796-UUZZO,1,0,1,1,63,1,No,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),80.3,0
0330-IVZHA,0,0,1,0,5,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.95,1
3794-NFNCH,1,0,1,0,30,1,No,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,50,0
5193-QLVZB,1,0,0,0,63,1,Yes,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),104.75,0
2886-KEFUM,0,0,1,0,63,1,Yes,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,107.5,1
5522-NYKPB,1,0,1,1,25,1,No,Fiber optic,0,0,0,1,1,0,Month-to-month,0,Electronic check,85.9,0
4237-RLAQD,1,0,0,0,1,1,No,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.85,1
9957-YODKZ,1,1,1,0,6,1,Yes,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,80.8,0
2245-ADZFJ,0,0,1,1,31,1,Yes,DSL,0,1,0,1,1,1,Two year,0,Bank transfer (automatic),80.55,0
7776-QGYJC,0,0,1,1,39,1,No,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Bank transfer (automatic),81.5,0
9651-GTSAQ,0,0,1,0,53,1,No,Fiber optic,1,1,1,0,1,1,One year,1,Bank transfer (automatic),106.1,1
3186-BAXNB,0,0,0,0,1,1,No,Fiber optic,0,1,0,1,1,0,Month-to-month,0,Electronic check,91.7,1
4672-FOTSD,1,0,0,0,12,1,Yes,DSL,1,1,0,1,0,0,Month-to-month,1,Electronic check,67.25,0
0637-YLETY,0,0,0,0,16,1,Yes,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Credit card (automatic),95.6,1
7338-ERIVA,1,0,0,1,39,0,No phone service,DSL,1,0,0,1,1,0,One year,0,Bank transfer (automatic),45.05,0
1157-BQCUW,1,0,0,0,1,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.95,1
8259-NFJTV,0,0,1,1,7,0,No phone service,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,34.65,0
3223-DWFIO,1,1,0,0,4,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.35,0
2660-EMUBI,1,1,0,0,10,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.35,1
6968-GMKPR,0,0,0,0,55,1,No,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,81.55,0
4751-ERMAN,1,0,1,1,72,1,No,DSL,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),75.4,0
1436-ZMJAN,0,0,1,0,10,1,No,DSL,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),67.8,0
3292-PBZEJ,1,1,0,0,11,1,Yes,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,111.4,0
0799-DDIHE,0,0,1,1,15,1,No,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,46.3,0
7675-OZCZG,0,1,0,0,3,1,No,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45,1
5014-WUQMG,1,0,1,1,47,1,No,Fiber optic,1,1,1,0,0,1,One year,1,Electronic check,96.1,0
2003-CKLOR,1,0,0,0,66,1,No,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,99.5,1
0993-OSGPT,0,1,1,0,68,1,No,DSL,0,1,1,1,0,0,One year,1,Bank transfer (automatic),60.65,0
9254-RBFON,0,0,1,1,17,1,No,Fiber optic,0,0,1,1,1,1,One year,0,Bank transfer (automatic),98.6,1
1205-WNWPJ,0,0,0,0,7,1,No,DSL,0,0,0,1,1,0,Month-to-month,1,Mailed check,59.5,1
9391-EOYLI,1,1,1,0,12,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.45,1
7108-DGVUU,0,1,1,0,21,1,Yes,DSL,0,1,1,0,0,1,One year,0,Bank transfer (automatic),71.7,0
2782-JEEBU,1,0,0,0,21,0,No phone service,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,36,0
5127-BZENZ,0,0,1,1,56,1,Yes,DSL,1,0,0,0,1,0,One year,0,Bank transfer (automatic),65.2,0
2720-FVBQP,0,0,1,1,6,1,Yes,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),48.95,0
9906-NHHVC,0,1,0,0,65,0,No phone service,DSL,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),53.5,0
4522-XRWWI,1,0,1,0,42,1,Yes,DSL,1,0,0,1,1,1,One year,0,Credit card (automatic),80.45,0
3766-EJLFL,0,0,1,1,68,1,Yes,Fiber optic,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),109.05,0
8152-UOBNY,0,1,0,0,50,1,Yes,Fiber optic,0,1,0,1,1,1,One year,1,Electronic check,106.8,0
7351-KYHQH,0,1,0,0,7,1,No,DSL,0,1,1,0,1,0,Month-to-month,1,Electronic check,64.95,0
8387-MOJJT,0,0,1,1,42,1,No,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),77.95,1
2761-OCIAX,1,1,0,0,2,1,No,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.7,1
7321-VGNKU,0,0,1,0,2,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.35,0
5327-CNLUQ,1,0,1,0,48,1,Yes,Fiber optic,1,1,1,0,1,0,Two year,1,Bank transfer (automatic),96.9,0
5816-JMLGY,0,0,1,1,70,1,No,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),80.4,0
3068-OMWZA,1,1,0,0,1,1,Yes,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,88.8,1
2927-QRRQV,1,0,1,0,46,1,Yes,Fiber optic,0,1,1,0,1,0,One year,1,Electronic check,94.65,0
6032-KRXXO,1,0,0,0,30,1,No,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.25,1
7459-RRWQZ,0,0,0,0,15,1,Yes,DSL,1,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),64.65,1
6265-SXWBU,1,0,1,1,69,1,Yes,Fiber optic,0,1,1,0,1,0,One year,0,Credit card (automatic),95.75,0
6374-NTQLP,1,1,1,1,72,1,No,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),104.1,0
4154-AQUGT,1,1,1,0,13,1,No,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),89.05,1
3584-WKTTW,1,0,1,0,51,1,Yes,Fiber optic,1,0,1,1,1,1,One year,1,Electronic check,111.55,0
3399-BMLVW,1,0,1,1,51,1,No,DSL,1,1,0,1,0,0,Two year,0,Credit card (automatic),60.5,0
1971-DTCZB,0,0,1,0,72,1,Yes,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),90.95,0
3092-IGHWF,1,0,1,1,67,1,Yes,Fiber optic,0,1,1,0,0,0,One year,0,Electronic check,87.4,1
3813-DHBBB,1,0,1,0,67,0,No phone service,DSL,1,1,0,1,0,1,Two year,1,Bank transfer (automatic),50.95,0
4939-KYYPY,1,0,0,0,27,1,Yes,DSL,0,0,1,1,0,0,Month-to-month,0,Electronic check,59.45,0
8017-LXHFA,0,1,0,0,23,1,No,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,94.75,1
5930-GBIWP,1,0,0,0,69,1,Yes,DSL,1,1,1,1,0,1,Two year,1,Credit card (automatic),81.5,0
6022-KOUQO,0,0,1,1,2,0,No phone service,DSL,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),29.05,0
6352-TWCAU,0,0,0,0,35,1,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,86.45,1
2361-UPSND,0,0,1,0,46,1,No,DSL,1,1,0,1,0,1,One year,0,Mailed check,70.6,0
